Order,Sample,count,Age,Strain,Phenotype,Sex,Class
Enterobacterales,AK10,0.000455996,20 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK11,0.000911993,20 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AK12,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Enterobacterales,AW1,0.000227998,20 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW2,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW3,0.000227998,20 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW4,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW5,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW6,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Enterobacterales,AW7,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW8,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW9,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW10,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW11,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,AW12,0.000227998,20 Weeks,AJ,WT,M,Gammaproteobacteria
Enterobacterales,BK1,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK2,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK3,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK4,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK5,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK6,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Enterobacterales,BK7,0.000227998,20 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK8,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK9,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK10,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK11,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BK12,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Enterobacterales,BW1,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW2,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW3,0.000455996,20 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW4,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW5,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW6,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Enterobacterales,BW7,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW8,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW9,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW10,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW11,0.001823985,20 Weeks,B6,WT,M,Gammaproteobacteria
Enterobacterales,BW12,0.005243958,20 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,AK1,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK2,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK3,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK4,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK5,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK6,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK7,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK8,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK9,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK10,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK11,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AW1,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW2,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW3,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW4,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW5,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW6,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW7,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW8,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW9,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW10,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW11,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,BK1,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK2,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK3,0.333333333,8 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK4,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK5,0,8 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK6,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK7,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK8,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK9,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK10,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK11,0,8 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BW1,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW2,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW3,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW4,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW5,0,8 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW6,0.333333333,8 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW7,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW8,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW9,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW10,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW11,0,8 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,AK1,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK2,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK3,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK4,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK5,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK6,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
Pseudomonadales,AK7,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK8,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK9,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK10,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK11,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AK12,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
Pseudomonadales,AW1,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW2,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW3,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW4,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW5,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW6,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
Pseudomonadales,AW7,0.333333333,20 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW8,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW9,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW10,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW11,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,AW12,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
Pseudomonadales,BK1,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK2,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK3,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK4,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK5,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK6,0,20 Weeks,B6,KO,F,Gammaproteobacteria
Pseudomonadales,BK7,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK8,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK9,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK10,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK11,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BK12,0,20 Weeks,B6,KO,M,Gammaproteobacteria
Pseudomonadales,BW1,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW2,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW3,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW4,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW5,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW6,0,20 Weeks,B6,WT,F,Gammaproteobacteria
Pseudomonadales,BW7,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW8,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW9,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW10,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW11,0,20 Weeks,B6,WT,M,Gammaproteobacteria
Pseudomonadales,BW12,0,20 Weeks,B6,WT,M,Gammaproteobacteria
 Other,AK1,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK2,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK3,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK4,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK5,0,8 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK6,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK7,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK8,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK9,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK10,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK11,0,8 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AW1,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW2,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW3,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW4,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW5,0,8 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW6,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW7,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW8,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW9,0.066666667,8 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW10,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW11,0,8 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,BK1,0,8 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK2,0,8 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK3,0,8 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK4,0,8 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK5,0,8 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK6,0,8 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK7,0,8 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK8,0,8 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK9,0,8 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK10,0,8 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK11,0,8 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BW1,0,8 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW2,0,8 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW3,0,8 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW4,0,8 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW5,0,8 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW6,0,8 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW7,0,8 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW8,0,8 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW9,0,8 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW10,0,8 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW11,0,8 Weeks,B6,WT,M,Alphaproteobacteria
 Other,AK1,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK2,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK3,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK4,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK5,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK6,0,20 Weeks,AJ,KO,F,Alphaproteobacteria
 Other,AK7,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK8,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK9,0.066666667,20 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK10,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK11,0,20 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AK12,0.066666667,20 Weeks,AJ,KO,M,Alphaproteobacteria
 Other,AW1,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW2,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW3,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW4,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW5,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW6,0,20 Weeks,AJ,WT,F,Alphaproteobacteria
 Other,AW7,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW8,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW9,0.066666667,20 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW10,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW11,0.066666667,20 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,AW12,0,20 Weeks,AJ,WT,M,Alphaproteobacteria
 Other,BK1,0,20 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK2,0,20 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK3,0,20 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK4,0,20 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK5,0,20 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK6,0,20 Weeks,B6,KO,F,Alphaproteobacteria
 Other,BK7,0.066666667,20 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK8,0,20 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK9,0,20 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK10,0,20 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK11,0,20 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BK12,0,20 Weeks,B6,KO,M,Alphaproteobacteria
 Other,BW1,0.066666667,20 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW2,0,20 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW3,0.066666667,20 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW4,0,20 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW5,0,20 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW6,0,20 Weeks,B6,WT,F,Alphaproteobacteria
 Other,BW7,0.066666667,20 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW8,0.066666667,20 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW9,0.066666667,20 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW10,0.066666667,20 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW11,0.066666667,20 Weeks,B6,WT,M,Alphaproteobacteria
 Other,BW12,0.133333333,20 Weeks,B6,WT,M,Alphaproteobacteria
 Other,AK1,0.071428571,8 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK2,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK3,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK4,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK5,0,8 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK6,0.071428571,8 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK7,0.071428571,8 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK8,0.214285714,8 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK9,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK10,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK11,0,8 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AW1,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW2,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW3,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW4,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW5,0,8 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW6,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW7,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW8,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW9,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW10,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW11,0,8 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,BK1,0,8 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK2,0,8 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK3,0,8 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK4,0,8 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK5,0,8 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK6,0,8 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK7,0,8 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK8,0,8 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK9,0,8 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK10,0,8 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK11,0,8 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BW1,0,8 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW2,0,8 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW3,0.071428571,8 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW4,0,8 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW5,0,8 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW6,0,8 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW7,0,8 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW8,0,8 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW9,0,8 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW10,0,8 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW11,0.071428571,8 Weeks,B6,WT,M,Gammaproteobacteria
 Other,AK1,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK2,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK3,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK4,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK5,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK6,0,20 Weeks,AJ,KO,F,Gammaproteobacteria
 Other,AK7,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK8,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK9,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK10,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK11,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AK12,0,20 Weeks,AJ,KO,M,Gammaproteobacteria
 Other,AW1,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW2,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW3,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW4,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW5,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW6,0,20 Weeks,AJ,WT,F,Gammaproteobacteria
 Other,AW7,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW8,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW9,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW10,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW11,0,20 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,AW12,0.071428571,20 Weeks,AJ,WT,M,Gammaproteobacteria
 Other,BK1,0,20 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK2,0,20 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK3,0,20 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK4,0,20 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK5,0.142857143,20 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK6,0,20 Weeks,B6,KO,F,Gammaproteobacteria
 Other,BK7,0,20 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK8,0,20 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK9,0.071428571,20 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK10,0,20 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK11,0,20 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BK12,0,20 Weeks,B6,KO,M,Gammaproteobacteria
 Other,BW1,0,20 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW2,0,20 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW3,0,20 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW4,0,20 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW5,0,20 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW6,0,20 Weeks,B6,WT,F,Gammaproteobacteria
 Other,BW7,0,20 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW8,0,20 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW9,0.142857143,20 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW10,0,20 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW11,0,20 Weeks,B6,WT,M,Gammaproteobacteria
 Other,BW12,0,20 Weeks,B6,WT,M,Gammaproteobacteria
 Other,AK1,0,8 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK2,0,8 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK3,0,8 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK4,0.083333333,8 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK5,0,8 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK6,0,8 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK7,0.166666667,8 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK8,0,8 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK9,0.083333333,8 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK10,0.083333333,8 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK11,0.083333333,8 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AW1,0,8 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW2,0,8 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW3,0,8 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW4,0,8 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW5,0.083333333,8 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW6,0.083333333,8 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW7,0,8 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW8,0,8 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW9,0,8 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW10,0,8 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW11,0,8 Weeks,AJ,WT,M,Betaproteobacteria
 Other,BK1,0,8 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK2,0,8 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK3,0,8 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK4,0,8 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK5,0,8 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK6,0,8 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK7,0,8 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK8,0,8 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK9,0,8 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK10,0,8 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK11,0,8 Weeks,B6,KO,M,Betaproteobacteria
 Other,BW1,0,8 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW2,0,8 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW3,0,8 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW4,0,8 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW5,0,8 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW6,0,8 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW7,0,8 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW8,0,8 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW9,0,8 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW10,0,8 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW11,0,8 Weeks,B6,WT,M,Betaproteobacteria
 Other,AK1,0,20 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK2,0,20 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK3,0,20 Weeks,AJ,KO,F,Betaproteobacteria
